name,street,subarea,area,city,province,Address
C 128,Allama Syed Ibn e Hassan Jarchwi Road,Block 6,Federal B Area (Gulberg),Karachi,Sindh,C 128 Allama Syed Ibn e Hassan Jarchwi Road Block 6 Federal B Area (Gulberg) Karachi Sindh
WS 21,Shahrah e Humayun,Block 1,Federal B Area (Gulberg),Karachi,Sindh,WS 21 Shahrah e Humayun Block 1 Federal B Area (Gulberg) Karachi Sindh
A 41,Shahrah e Humayun,Block 1,Federal B Area (Gulberg),Karachi,Sindh,A 41 Shahrah e Humayun Block 1 Federal B Area (Gulberg) Karachi Sindh
CA 92,Bath Hill Road,Block 7,Clifton,Karachi,Sindh,CA 92 Bath Hill Road Block 7 Clifton Karachi Sindh
F 3/13,Feroz Nana Road,Block 7,Clifton,Karachi,Sindh,F 3/13 Feroz Nana Road Block 7 Clifton Karachi Sindh
F 3/14,Feroz Nana Road,Block 7,Clifton,Karachi,Sindh,F 3/14 Feroz Nana Road Block 7 Clifton Karachi Sindh
D 85/1,Josh Malih Abadi Road,Block 5,Federal B Area (Gulberg),Karachi,Sindh,D 85/1 Josh Malih Abadi Road Block 5 Federal B Area (Gulberg) Karachi Sindh
11,Street 4,Block 21,Federal B Area (Gulberg),Karachi,Sindh,11 Street 4 Block 21 Federal B Area (Gulberg) Karachi Sindh
A 9/26C,Bukhari Road,Nazimabad No 5,Nazimabad,Karachi,Sindh,A 9/26C Bukhari Road Nazimabad No 5 Nazimabad Karachi Sindh
A 103,Hashmi Street,Block 16,Federal B Area (Gulberg),Karachi,Sindh,A 103 Hashmi Street Block 16 Federal B Area (Gulberg) Karachi Sindh
R 899,Tariq Street,Block 16,Federal B Area (Gulberg),Karachi,Sindh,R 899 Tariq Street Block 16 Federal B Area (Gulberg) Karachi Sindh
R 57,Ebad Street,Block 16,Federal B Area (Gulberg),Karachi,Sindh,R 57 Ebad Street Block 16 Federal B Area (Gulberg) Karachi Sindh
R 48,Obaid Road,Block 16,Federal B Area (Gulberg),Karachi,Sindh,R 48 Obaid Road Block 16 Federal B Area (Gulberg) Karachi Sindh
R 119,Noman Masjid Road,Block 16,Federal B Area (Gulberg),Karachi,Sindh,R 119 Noman Masjid Road Block 16 Federal B Area (Gulberg) Karachi Sindh
R 978,Saad Street,Block 16,Federal B Area (Gulberg),Karachi,Sindh,R 978 Saad Street Block 16 Federal B Area (Gulberg) Karachi Sindh
R 389,Hashmi Street,Block 16,Federal B Area (Gulberg),Karachi,Sindh,R 389 Hashmi Street Block 16 Federal B Area (Gulberg) Karachi Sindh
ST 18B,Service Road,Block 16,Federal B Area (Gulberg),Karachi,Sindh,ST 18B Service Road Block 16 Federal B Area (Gulberg) Karachi Sindh
F 17/1,Rojhan Street,Block 5,Clifton,Karachi,Sindh,F 17/1 Rojhan Street Block 5 Clifton Karachi Sindh
D 162,Rojhan Street,Block 5,Clifton,Karachi,Sindh,D 162 Rojhan Street Block 5 Clifton Karachi Sindh
F 8,Service Road,Block 5,Clifton,Karachi,Sindh,F 8 Service Road Block 5 Clifton Karachi Sindh
ST 32A,Rojhan Street,Block 5,Clifton,Karachi,Sindh,ST 32A Rojhan Street Block 5 Clifton Karachi Sindh
D 5,Street No 4,Block 9,Clifton,Karachi,Sindh,D 5 Street No 4 Block 9 Clifton Karachi Sindh
D 41,Gizri Road,Block 9,Clifton,Karachi,Sindh,D 41 Gizri Road Block 9 Clifton Karachi Sindh
F 11,J Street,Block 9,Clifton,Karachi,Sindh,F 11 J Street Block 9 Clifton Karachi Sindh
25,Sabzi Gali No 1,Block 8,Clifton,Karachi,Sindh,25 Sabzi Gali No 1 Block 8 Clifton Karachi Sindh
A 409,Khayaban e Noor,Block 1,Gulshan e Iqbal,Karachi,Sindh,A 409 Khayaban e Noor Block 1 Gulshan e Iqbal Karachi Sindh
A 101,Streeet 5,Block 1,Gulshan e Iqbal,Karachi,Sindh,A 101 Streeet 5 Block 1 Gulshan e Iqbal Karachi Sindh
A 527,Shahrah e Quba,Block 1,Gulshan e Iqbal,Karachi,Sindh,A 527 Shahrah e Quba Block 1 Gulshan e Iqbal Karachi Sindh
E 120,Jamal Agha Avenue,Block 7,Gulshan e Iqbal,Karachi,Sindh,E 120 Jamal Agha Avenue Block 7 Gulshan e Iqbal Karachi Sindh
B 5,Allama Shabbir Ahmed Usmani Road,Block 4,Gulshan e Iqbal,Karachi,Sindh,B 5 Allama Shabbir Ahmed Usmani Road Block 4 Gulshan e Iqbal Karachi Sindh
SB 11,Allama Shabbir Ahmed Usmani Road,Block 4,Gulshan e Iqbal,Karachi,Sindh,SB 11 Allama Shabbir Ahmed Usmani Road Block 4 Gulshan e Iqbal Karachi Sindh
B 21,Masjid Rabbani Road,Block 4,Gulshan e Iqbal,Karachi,Sindh,B 21 Masjid Rabbani Road Block 4 Gulshan e Iqbal Karachi Sindh
D 68,Naqash Kazmi Road,Block 4,Gulshan e Iqbal,Karachi,Sindh,D 68 Naqash Kazmi Road Block 4 Gulshan e Iqbal Karachi Sindh
D 21,Street 3,Block 4,Gulshan e Iqbal,Karachi,Sindh,D 21 Street 3 Block 4 Gulshan e Iqbal Karachi Sindh
D 89,Main Jamia Road,Block 4,Gulshan e Iqbal,Karachi,Sindh,D 89 Main Jamia Road Block 4 Gulshan e Iqbal Karachi Sindh
A 134,Khayaban e Katibin Muslim,Block 5,Gulshan e Iqbal,Karachi,Sindh,A 134 Khayaban e Katibin Muslim Block 5 Gulshan e Iqbal Karachi Sindh
A 181,Shahrah e Tariq Bin Ziyad,Block 5,Gulshan e Iqbal,Karachi,Sindh,A 181 Shahrah e Tariq Bin Ziyad Block 5 Gulshan e Iqbal Karachi Sindh
A 159,Shahrah e Tariq Bin Ziyad,Block 5,Gulshan e Iqbal,Karachi,Sindh,A 159 Shahrah e Tariq Bin Ziyad Block 5 Gulshan e Iqbal Karachi Sindh
A 84,Khayaban e Katibin Muslim,Block 5,Gulshan e Iqbal,Karachi,Sindh,A 84 Khayaban e Katibin Muslim Block 5 Gulshan e Iqbal Karachi Sindh
A 161,Shahrah e Tariq Bin Ziyad,Block 5,Gulshan e Iqbal,Karachi,Sindh,A 161 Shahrah e Tariq Bin Ziyad Block 5 Gulshan e Iqbal Karachi Sindh
A 105,Sardar Ali Sabri Road,Block 5,Gulshan e Iqbal,Karachi,Sindh,A 105 Sardar Ali Sabri Road Block 5 Gulshan e Iqbal Karachi Sindh
B 84,Khayaban e Hazrat Bilal Habshi,Block 5,Gulshan e Iqbal,Karachi,Sindh,B 84 Khayaban e Hazrat Bilal Habshi Block 5 Gulshan e Iqbal Karachi Sindh
A 511,Shahrah e Ramadi,Block 5,Gulshan e Iqbal,Karachi,Sindh,A 511 Shahrah e Ramadi Block 5 Gulshan e Iqbal Karachi Sindh
A 68,Khayaban e Tabook,Block 13 D,Gulshan e Iqbal,Karachi,Sindh,A 68 Khayaban e Tabook Block 13 D Gulshan e Iqbal Karachi Sindh
A 31,Khayaban e Tarmook,Block 13 D,Gulshan e Iqbal,Karachi,Sindh,A 31 Khayaban e Tarmook Block 13 D Gulshan e Iqbal Karachi Sindh
B 40,Khayaban e Qadsia,Block 13 D,Gulshan e Iqbal,Karachi,Sindh,B 40 Khayaban e Qadsia Block 13 D Gulshan e Iqbal Karachi Sindh
B 65,Khayaban e Hazrat Imam Hussain,Block 13 D,Gulshan e Iqbal,Karachi,Sindh,B 65 Khayaban e Hazrat Imam Hussain Block 13 D Gulshan e Iqbal Karachi Sindh
R 76,Umrao Tariq Road,Block 13 D 1,Gulshan e Iqbal,Karachi,Sindh,R 76 Umrao Tariq Road Block 13 D 1 Gulshan e Iqbal Karachi Sindh
A 41,Umrao Tariq Road,Block 13 D 1,Gulshan e Iqbal,Karachi,Sindh,A 41 Umrao Tariq Road Block 13 D 1 Gulshan e Iqbal Karachi Sindh
A 94,Umrao Tariq Road,Block 13 D 1,Gulshan e Iqbal,Karachi,Sindh,A 94 Umrao Tariq Road Block 13 D 1 Gulshan e Iqbal Karachi Sindh
A 74,Street 1,Block 19,Gulshan e Iqbal,Karachi,Sindh,A 74 Street 1 Block 19 Gulshan e Iqbal Karachi Sindh
A 105,Street 1,Block 19,Gulshan e Iqbal,Karachi,Sindh,A 105 Street 1 Block 19 Gulshan e Iqbal Karachi Sindh
A 318,Dalmia Cement Factory Road,Block 19,Gulshan e Iqbal,Karachi,Sindh,A 318 Dalmia Cement Factory Road Block 19 Gulshan e Iqbal Karachi Sindh
A 431,Dalmia Cement Factory Road,Block 19,Gulshan e Iqbal,Karachi,Sindh,A 431 Dalmia Cement Factory Road Block 19 Gulshan e Iqbal Karachi Sindh
B 85,Ahmed Pasha Road,Block 10,Gulshan e Iqbal,Karachi,Sindh,B 85 Ahmed Pasha Road Block 10 Gulshan e Iqbal Karachi Sindh
A 42,Arshad Sabri Road,Block 4 A,Gulshan e Iqbal,Karachi,Sindh,A 42 Arshad Sabri Road Block 4 A Gulshan e Iqbal Karachi Sindh
A 18,Arshad Sabri Road,Block 4 A,Gulshan e Iqbal,Karachi,Sindh,A 18 Arshad Sabri Road Block 4 A Gulshan e Iqbal Karachi Sindh
B 191,Arshad Sabir Road,Block 4 A,Gulshan e Iqbal,Karachi,Sindh,B 191 Arshad Sabir Road Block 4 A Gulshan e Iqbal Karachi Sindh
A 456,Minhaj Street,Block 7,KAECHS,Karachi,Sindh,A 456 Minhaj Street Block 7 KAECHS Karachi Sindh
C 71,Shahid Baig Street,Block 2,KAECHS,Karachi,Sindh,C 71 Shahid Baig Street Block 2 KAECHS Karachi Sindh
28 B,Shahrah e Faisal,Block B,Sindhi Muslim CHS (SMCHS),Karachi,Sindh,28 B Shahrah e Faisal Block B Sindhi Muslim CHS (SMCHS) Karachi Sindh
94 A,Dr Asghar Qadir Street,Block 2,PECHS,Karachi,Sindh,94 A Dr Asghar Qadir Street Block 2 PECHS Karachi Sindh
111 N,Khalid Bin Waleed Road,Block 2,PECHS,Karachi,Sindh,111 N Khalid Bin Waleed Road Block 2 PECHS Karachi Sindh
141 F,Dr Abdul Salam Road,Block 2,PECHS,Karachi,Sindh,141 F Dr Abdul Salam Road Block 2 PECHS Karachi Sindh
111 E,Khalid Bin Waleed Road,Block 2,PECHS,Karachi,Sindh,111 E Khalid Bin Waleed Road Block 2 PECHS Karachi Sindh
107 F,Khalid Bin Waleed Road,Block 2,PECHS,Karachi,Sindh,107 F Khalid Bin Waleed Road Block 2 PECHS Karachi Sindh
110 L,Muhammad Khan Street,Block 2,PECHS,Karachi,Sindh,110 L Muhammad Khan Street Block 2 PECHS Karachi Sindh
228 A,Shah Abdul Latif Road,Block 2,PECHS,Karachi,Sindh,228 A Shah Abdul Latif Road Block 2 PECHS Karachi Sindh
177 I,Siraj Road,Block 2,PECHS,Karachi,Sindh,177 I Siraj Road Block 2 PECHS Karachi Sindh
125 J,Khalid Bin Waleed Road,Block 2,PECHS,Karachi,Sindh,125 J Khalid Bin Waleed Road Block 2 PECHS Karachi Sindh
151 A,Khalid Bin Waleed Road,Block 2,PECHS,Karachi,Sindh,151 A Khalid Bin Waleed Road Block 2 PECHS Karachi Sindh
89 K,Khalid Bin Waleed Road,Block 2,PECHS,Karachi,Sindh,89 K Khalid Bin Waleed Road Block 2 PECHS Karachi Sindh
152 H,Sufi Street,Block 2,PECHS,Karachi,Sindh,152 H Sufi Street Block 2 PECHS Karachi Sindh
54 E,Maulana Abdul Rahim Road,Block 2,PECHS,Karachi,Sindh,54 E Maulana Abdul Rahim Road Block 2 PECHS Karachi Sindh
97 H,Shahrah e Quaideen Service Road,Block 2,PECHS,Karachi,Sindh,97 H Shahrah e Quaideen Service Road Block 2 PECHS Karachi Sindh
60 M,Lakhani Street,Block 2,PECHS,Karachi,Sindh,60 M Lakhani Street Block 2 PECHS Karachi Sindh
882 C,Kurta Gali,Block 2,PECHS,Karachi,Sindh,882 C Kurta Gali Block 2 PECHS Karachi Sindh
954 C,Noor Masjid Road,Block 2,PECHS,Karachi,Sindh,954 C Noor Masjid Road Block 2 PECHS Karachi Sindh
41 B,12th Back Street,Block 2,PECHS,Karachi,Sindh,41 B 12th Back Street Block 2 PECHS Karachi Sindh
215 F,Darul Aman Street 6,Block 2,PECHS,Karachi,Sindh,215 F Darul Aman Street 6 Block 2 PECHS Karachi Sindh
216 C,Darul Aman Street 6,Block 2,PECHS,Karachi,Sindh,216 C Darul Aman Street 6 Block 2 PECHS Karachi Sindh
118 S,Mehmood Ghaznavi Road,Block 2,PECHS,Karachi,Sindh,118 S Mehmood Ghaznavi Road Block 2 PECHS Karachi Sindh
136 A,Mehmood Ghaznavi Road,Block 2,PECHS,Karachi,Sindh,136 A Mehmood Ghaznavi Road Block 2 PECHS Karachi Sindh
134 A,Mehmood Ghaznavi Road,Block 2,PECHS,Karachi,Sindh,134 A Mehmood Ghaznavi Road Block 2 PECHS Karachi Sindh
44 A,Masjid Tayyaba Street,Block 2,PECHS,Karachi,Sindh,44 A Masjid Tayyaba Street Block 2 PECHS Karachi Sindh
307 C,Tariq Road,Block 2,PECHS,Karachi,Sindh,307 C Tariq Road Block 2 PECHS Karachi Sindh
155 O,Khushal Road,Block 2,PECHS,Karachi,Sindh,155 O Khushal Road Block 2 PECHS Karachi Sindh
9152 C,Siraj Road,Block 2,PECHS,Karachi,Sindh,9152 C Siraj Road Block 2 PECHS Karachi Sindh
68 F,Dr Hamid Hussain Farooqi Road,Block 2,PECHS,Karachi,Sindh,68 F Dr Hamid Hussain Farooqi Road Block 2 PECHS Karachi Sindh
158 Q,Tariq Road,Block 2,PECHS,Karachi,Sindh,158 Q Tariq Road Block 2 PECHS Karachi Sindh
41 K,12th Back Street,Block 2,PECHS,Karachi,Sindh,41 K 12th Back Street Block 2 PECHS Karachi Sindh
35 N,36th Street,Block 6,PECHS,Karachi,Sindh,35 N 36th Street Block 6 PECHS Karachi Sindh
92 A,Gali No 1,Block 6,PECHS,Karachi,Sindh,92 A Gali No 1 Block 6 PECHS Karachi Sindh
5:00 PM,Street 3,Block 6,PECHS,Karachi,Sindh,0.708333333333333 Street 3 Block 6 PECHS Karachi Sindh
11 E,Yasir Suleman Street,Block 6,PECHS,Karachi,Sindh,11 E Yasir Suleman Street Block 6 PECHS Karachi Sindh
4 K,Mubarak Road,Block 6,PECHS,Karachi,Sindh,4 K Mubarak Road Block 6 PECHS Karachi Sindh
88 C,Gali No 3,Block 6,PECHS,Karachi,Sindh,88 C Gali No 3 Block 6 PECHS Karachi Sindh
40 F,Gali No 6,Block 6,PECHS,Karachi,Sindh,40 F Gali No 6 Block 6 PECHS Karachi Sindh
43/10 G2,Safi Street,Block 6,PECHS,Karachi,Sindh,43/10 G2 Safi Street Block 6 PECHS Karachi Sindh
56 Z3,Dr Abdul Qadeer Khan Road,Block 6,PECHS,Karachi,Sindh,56 Z3 Dr Abdul Qadeer Khan Road Block 6 PECHS Karachi Sindh
196 E,Imam Ahmed Road,Block 6,PECHS,Karachi,Sindh,196 E Imam Ahmed Road Block 6 PECHS Karachi Sindh
179 E,Imam Ahmed Road,Block 6,PECHS,Karachi,Sindh,179 E Imam Ahmed Road Block 6 PECHS Karachi Sindh
46 E,Imam Ahmed Road,Block 6,PECHS,Karachi,Sindh,46 E Imam Ahmed Road Block 6 PECHS Karachi Sindh
58 P,Imam Ahmed Road,Block 6,PECHS,Karachi,Sindh,58 P Imam Ahmed Road Block 6 PECHS Karachi Sindh
63 C,Qudratullah Street,Block 6,PECHS,Karachi,Sindh,63 C Qudratullah Street Block 6 PECHS Karachi Sindh
66 W,Dr Abdul Qadeer Khan Road,Block 6,PECHS,Karachi,Sindh,66 W Dr Abdul Qadeer Khan Road Block 6 PECHS Karachi Sindh
B 143,Shahida Riaz Lane,Block 5,KAECHS,Karachi,Sindh,B 143 Shahida Riaz Lane Block 5 KAECHS Karachi Sindh
B 62,Madina Lane,Block 5,KAECHS,Karachi,Sindh,B 62 Madina Lane Block 5 KAECHS Karachi Sindh
160 A,Street No 8,Block A,Sindhi Muslim CHS (SMCHS),Karachi,Sindh,160 A Street No 8 Block A Sindhi Muslim CHS (SMCHS) Karachi Sindh
111 A,Service Road,Block A,Sindhi Muslim CHS (SMCHS),Karachi,Sindh,111 A Service Road Block A Sindhi Muslim CHS (SMCHS) Karachi Sindh
46 A,Street 2,Block A,Sindhi Muslim CHS (SMCHS),Karachi,Sindh,46 A Street 2 Block A Sindhi Muslim CHS (SMCHS) Karachi Sindh
14,34th A Street,Phase 5,DHA,Karachi,Sindh,14 34th A Street Phase 5 DHA Karachi Sindh
15,32nd A Street,Phase 5,DHA,Karachi,Sindh,15 32nd A Street Phase 5 DHA Karachi Sindh
19,28th Street,Phase 5,DHA,Karachi,Sindh,19 28th Street Phase 5 DHA Karachi Sindh
D 71,Lane 6,Block 2,Clifton,Karachi,Sindh,D 71 Lane 6 Block 2 Clifton Karachi Sindh
1-Jan,Service Road,Block 2,Clifton,Karachi,Sindh,44927 Service Road Block 2 Clifton Karachi Sindh
D 8/33C,4th S Street,Nazimabad No 3,Nazimabad,Karachi,Sindh,D 8/33C 4th S Street Nazimabad No 3 Nazimabad Karachi Sindh
8,4th S Street,Nazimabad No 3,Nazimabad,Karachi,Sindh,8 4th S Street Nazimabad No 3 Nazimabad Karachi Sindh
H 4/2C,Service Road,Nazimabad No 3,Nazimabad,Karachi,Sindh,H 4/2C Service Road Nazimabad No 3 Nazimabad Karachi Sindh
17,4th S Street,Nazimabad No 3,Nazimabad,Karachi,Sindh,17 4th S Street Nazimabad No 3 Nazimabad Karachi Sindh
G 10/5,4th S Street,Nazimabad No 3,Nazimabad,Karachi,Sindh,G 10/5 4th S Street Nazimabad No 3 Nazimabad Karachi Sindh
D 9/27C,4th S Street,Nazimabad No 3,Nazimabad,Karachi,Sindh,D 9/27C 4th S Street Nazimabad No 3 Nazimabad Karachi Sindh
C 3/3,Nazimabad Road No 3,Nazimabad No 3,Nazimabad,Karachi,Sindh,C 3/3 Nazimabad Road No 3 Nazimabad No 3 Nazimabad Karachi Sindh
D 21/13C,Fahad's Street,Nazimabad No 3,Nazimabad,Karachi,Sindh,D 21/13C Fahad's Street Nazimabad No 3 Nazimabad Karachi Sindh
E 154,Street 3,Block D,Gulshan e Jamal,Karachi,Sindh,E 154 Street 3 Block D Gulshan e Jamal Karachi Sindh
C 15,Street 5,Block D,Gulshan e Jamal,Karachi,Sindh,C 15 Street 5 Block D Gulshan e Jamal Karachi Sindh
F 9/5B,Khokhar Street,Nazimabad No 1,Nazimabad,Karachi,Sindh,F 9/5B Khokhar Street Nazimabad No 1 Nazimabad Karachi Sindh
D 3B,Old Nayab Cinema Road,Nazimabad No 1,Nazimabad,Karachi,Sindh,D 3B Old Nayab Cinema Road Nazimabad No 1 Nazimabad Karachi Sindh
B 1/8B,Saba Akbar Adadi Street,Nazimabad No 1,Nazimabad,Karachi,Sindh,B 1/8B Saba Akbar Adadi Street Nazimabad No 1 Nazimabad Karachi Sindh
31,Shahrah e Ghalib,Block 1,Clifton,Karachi,Sindh,31 Shahrah e Ghalib Block 1 Clifton Karachi Sindh
A 201,Khayaban e Imam Abu Hanifa,Block 2,Gulshan e Iqbal,Karachi,Sindh,A 201 Khayaban e Imam Abu Hanifa Block 2 Gulshan e Iqbal Karachi Sindh
A 54/1,Dr Nishat Malik Shaheed Road,Block 2,Gulshan e Iqbal,Karachi,Sindh,A 54/1 Dr Nishat Malik Shaheed Road Block 2 Gulshan e Iqbal Karachi Sindh
A 338,Khayaban e General Akhter Hussain,Block 2,Gulshan e Iqbal,Karachi,Sindh,A 338 Khayaban e General Akhter Hussain Block 2 Gulshan e Iqbal Karachi Sindh
A 272,Khayaban e Hazrat Salman Farsi,Block 2,Gulshan e Iqbal,Karachi,Sindh,A 272 Khayaban e Hazrat Salman Farsi Block 2 Gulshan e Iqbal Karachi Sindh
C 72,Ansari Saab Road,Block 9,Gulshan e Iqbal,Karachi,Sindh,C 72 Ansari Saab Road Block 9 Gulshan e Iqbal Karachi Sindh
C 101,Ansari Saab Road,Block 9,Gulshan e Iqbal,Karachi,Sindh,C 101 Ansari Saab Road Block 9 Gulshan e Iqbal Karachi Sindh
C 122,Haji Bashir Ahmed Ghaziabadi Road,Block 9,Gulshan e Iqbal,Karachi,Sindh,C 122 Haji Bashir Ahmed Ghaziabadi Road Block 9 Gulshan e Iqbal Karachi Sindh
C 80,Urdu Univ Street,Block 9,Gulshan e Iqbal,Karachi,Sindh,C 80 Urdu Univ Street Block 9 Gulshan e Iqbal Karachi Sindh
B 113,Civic Lawn Road,Block 15,Gulshan e Iqbal,Karachi,Sindh,B 113 Civic Lawn Road Block 15 Gulshan e Iqbal Karachi Sindh
B 107,Stadium Road,Block 18,Gulshan e Iqbal,Karachi,Sindh,B 107 Stadium Road Block 18 Gulshan e Iqbal Karachi Sindh
C 16,University Road,Block 16,Gulshan e Iqbal,Karachi,Sindh,C 16 University Road Block 16 Gulshan e Iqbal Karachi Sindh
B 5,Ansari Saab Road,Block 8,Gulshan e Iqbal,Karachi,Sindh,B 5 Ansari Saab Road Block 8 Gulshan e Iqbal Karachi Sindh
B 9,Ansari Saab Road,Block 8,Gulshan e Iqbal,Karachi,Sindh,B 9 Ansari Saab Road Block 8 Gulshan e Iqbal Karachi Sindh
B 79,Bait ul Mukarram Road,Block 8,Gulshan e Iqbal,Karachi,Sindh,B 79 Bait ul Mukarram Road Block 8 Gulshan e Iqbal Karachi Sindh
D 45,Ansari Saab Road,Block 8,Gulshan e Iqbal,Karachi,Sindh,D 45 Ansari Saab Road Block 8 Gulshan e Iqbal Karachi Sindh
C 51,Ansari Saab Road,Block 8,Gulshan e Iqbal,Karachi,Sindh,C 51 Ansari Saab Road Block 8 Gulshan e Iqbal Karachi Sindh
A 75,Adnan Khalil Street,Block 3,Gulshan e Iqbal,Karachi,Sindh,A 75 Adnan Khalil Street Block 3 Gulshan e Iqbal Karachi Sindh
B 90,12th Street,Block 3,Gulshan e Iqbal,Karachi,Sindh,B 90 12th Street Block 3 Gulshan e Iqbal Karachi Sindh
A 368,Imam Hassan Street,Block 3,Gulshan e Iqbal,Karachi,Sindh,A 368 Imam Hassan Street Block 3 Gulshan e Iqbal Karachi Sindh
A 280,12th Street,Block 3,Gulshan e Iqbal,Karachi,Sindh,A 280 12th Street Block 3 Gulshan e Iqbal Karachi Sindh
A 357,Imam Hassan Street,Block 3,Gulshan e Iqbal,Karachi,Sindh,A 357 Imam Hassan Street Block 3 Gulshan e Iqbal Karachi Sindh
A 607,Ghazi Abbas Street,Block 3,Gulshan e Iqbal,Karachi,Sindh,A 607 Ghazi Abbas Street Block 3 Gulshan e Iqbal Karachi Sindh
A 154,Khilji Street,Block 3,Gulshan e Iqbal,Karachi,Sindh,A 154 Khilji Street Block 3 Gulshan e Iqbal Karachi Sindh
A 115,Mustafa Street,Block 3,Gulshan e Iqbal,Karachi,Sindh,A 115 Mustafa Street Block 3 Gulshan e Iqbal Karachi Sindh
SB 12,Allama Shabbir Ahmed Usmani Road,Block 3,Gulshan e Iqbal,Karachi,Sindh,SB 12 Allama Shabbir Ahmed Usmani Road Block 3 Gulshan e Iqbal Karachi Sindh
A 270,Olympian Iftikhar Syed Road,Block 3,Gulshan e Iqbal,Karachi,Sindh,A 270 Olympian Iftikhar Syed Road Block 3 Gulshan e Iqbal Karachi Sindh
A 576,Ali Aghar Street,Block 3,Gulshan e Iqbal,Karachi,Sindh,A 576 Ali Aghar Street Block 3 Gulshan e Iqbal Karachi Sindh
R 109,Sehba Akhtar Road,Block 13 D 2,Gulshan e Iqbal,Karachi,Sindh,R 109 Sehba Akhtar Road Block 13 D 2 Gulshan e Iqbal Karachi Sindh
R 131,Sehba Akhtar Road,Block 13 D 2,Gulshan e Iqbal,Karachi,Sindh,R 131 Sehba Akhtar Road Block 13 D 2 Gulshan e Iqbal Karachi Sindh
A 49,5th Street S,Block N,North Nazimabad,Karachi,Sindh,A 49 5th Street S Block N North Nazimabad Karachi Sindh
A 145,8th Street S,Block N,North Nazimabad,Karachi,Sindh,A 145 8th Street S Block N North Nazimabad Karachi Sindh
B 287,3rd Street N,Block N,North Nazimabad,Karachi,Sindh,B 287 3rd Street N Block N North Nazimabad Karachi Sindh
B 37,2nd Street N,Block N,North Nazimabad,Karachi,Sindh,B 37 2nd Street N Block N North Nazimabad Karachi Sindh
D 41,1st Street,Block N,North Nazimabad,Karachi,Sindh,D 41 1st Street Block N North Nazimabad Karachi Sindh
A 92,6th Street S,Block N,North Nazimabad,Karachi,Sindh,A 92 6th Street S Block N North Nazimabad Karachi Sindh
A 560,7th Street N,Block N,North Nazimabad,Karachi,Sindh,A 560 7th Street N Block N North Nazimabad Karachi Sindh
A 293,12th Street S,Block N,North Nazimabad,Karachi,Sindh,A 293 12th Street S Block N North Nazimabad Karachi Sindh
B 344,6th Street S,Block N,North Nazimabad,Karachi,Sindh,B 344 6th Street S Block N North Nazimabad Karachi Sindh
B 228,Allama Rasheed Turabi Road,Block N,North Nazimabad,Karachi,Sindh,B 228 Allama Rasheed Turabi Road Block N North Nazimabad Karachi Sindh
D 34,1st Street,Block N,North Nazimabad,Karachi,Sindh,D 34 1st Street Block N North Nazimabad Karachi Sindh
A 376,12th Street N,Block N,North Nazimabad,Karachi,Sindh,A 376 12th Street N Block N North Nazimabad Karachi Sindh
A 365,13th Street S,Block N,North Nazimabad,Karachi,Sindh,A 365 13th Street S Block N North Nazimabad Karachi Sindh
F 93,AO Street,Block F,North Nazimabad,Karachi,Sindh,F 93 AO Street Block F North Nazimabad Karachi Sindh
D 52/1,Hazrat Ayesha Road,Block F,North Nazimabad,Karachi,Sindh,D 52/1 Hazrat Ayesha Road Block F North Nazimabad Karachi Sindh
D 22,Samiullah Road,Block F,North Nazimabad,Karachi,Sindh,D 22 Samiullah Road Block F North Nazimabad Karachi Sindh
D 24,Samiullah Road,Block F,North Nazimabad,Karachi,Sindh,D 24 Samiullah Road Block F North Nazimabad Karachi Sindh
169 A,Sir Syed Road,Block 3,PECHS,Karachi,Sindh,169 A Sir Syed Road Block 3 PECHS Karachi Sindh
164 L,165th Street,Block 3,PECHS,Karachi,Sindh,164 L 165th Street Block 3 PECHS Karachi Sindh
F 2,Obaid Arshad Khan Road,Block 13 A,Gulshan e Iqbal,Karachi,Sindh,F 2 Obaid Arshad Khan Road Block 13 A Gulshan e Iqbal Karachi Sindh
E 73,Makkah Street,Block B,North Nazimabad,Karachi,Sindh,E 73 Makkah Street Block B North Nazimabad Karachi Sindh
G 32/A4,Brig Atif Street,Block B,North Nazimabad,Karachi,Sindh,G 32/A4 Brig Atif Street Block B North Nazimabad Karachi Sindh
E 65,Lane No 10,Block B,North Nazimabad,Karachi,Sindh,E 65 Lane No 10 Block B North Nazimabad Karachi Sindh
G 35/5,Brig Atif Street,Block B,North Nazimabad,Karachi,Sindh,G 35/5 Brig Atif Street Block B North Nazimabad Karachi Sindh
R 1320,S Rashid Shami Shaheed Road,Block 3,Federal B Area (Gulberg),Karachi,Sindh,R 1320 S Rashid Shami Shaheed Road Block 3 Federal B Area (Gulberg) Karachi Sindh
R 1519,S Rashid Shami Shaheed Road,Block 3,Federal B Area (Gulberg),Karachi,Sindh,R 1519 S Rashid Shami Shaheed Road Block 3 Federal B Area (Gulberg) Karachi Sindh
R 1224,43rd Street,Block 3,Federal B Area (Gulberg),Karachi,Sindh,R 1224 43rd Street Block 3 Federal B Area (Gulberg) Karachi Sindh
